title,company,location,salary,skills,link,salary_min,salary_max,mid_salary,is_remote,has_english
Business Analyst (Data Governance)  NOWA,Scalo,Zdalnie,19320  – 21000  PLN,SQL,/pl/job/business-analyst-data-governance-scalo-remote,19320.0,21000.0,20160.0,True,True
Business Analyst (Data Governance)  NOWA,Scalo,Zdalnie,19320  – 21000  PLN,angielski,/pl/job/business-analyst-data-governance-scalo-remote,19320.0,21000.0,20160.0,True,True
Data Quality Analyst (French Speaking)  NOWA,Square One Resources,Zdalnie,16800  – 25200  PLN,Business Analysis,/pl/job/data-quality-analyst-french-speaking-square-one-resources-remote,16800.0,25200.0,21000.0,True,False
Data Quality Analyst (French Speaking)  NOWA,Square One Resources,Zdalnie,16800  – 25200  PLN,Excel,/pl/job/data-quality-analyst-french-speaking-square-one-resources-remote,16800.0,25200.0,21000.0,True,False
Data Quality Analyst (French Speaking)  NOWA,Square One Resources,Zdalnie,16800  – 25200  PLN,Google Sheets,/pl/job/data-quality-analyst-french-speaking-square-one-resources-remote,16800.0,25200.0,21000.0,True,False
Data Quality Analyst (French Speaking)  NOWA,Square One Resources,Zdalnie,16800  – 25200  PLN,Google Analytics,/pl/job/data-quality-analyst-french-speaking-square-one-resources-remote,16800.0,25200.0,21000.0,True,False
Data Analyst (Senior),Alterdata.io sp. z o.o.,Zdalnie,19320  – 26880  PLN,Data,/pl/job/data-analyst-senior-alterdata-io-remote,19320.0,26880.0,23100.0,True,True
Data Analyst (Senior),Alterdata.io sp. z o.o.,Zdalnie,19320  – 26880  PLN,SQL,/pl/job/data-analyst-senior-alterdata-io-remote,19320.0,26880.0,23100.0,True,True
Data Analyst (Senior),Alterdata.io sp. z o.o.,Zdalnie,19320  – 26880  PLN,Język angielski,/pl/job/data-analyst-senior-alterdata-io-remote,19320.0,26880.0,23100.0,True,True
Data Analyst (Senior),Alterdata.io sp. z o.o.,Zdalnie,19320  – 26880  PLN,Data modelling,/pl/job/data-analyst-senior-alterdata-io-remote,19320.0,26880.0,23100.0,True,True
Data Science Analyst,Margo,Warszawa,19320  – 20160  PLN,Data,/pl/job/data-science-analyst-margo-warszawa,19320.0,20160.0,19740.0,False,False
Data Science Analyst,Margo,Warszawa,19320  – 20160  PLN,Python,/pl/job/data-science-analyst-margo-warszawa,19320.0,20160.0,19740.0,False,False
Data Science Analyst,Margo,Warszawa,19320  – 20160  PLN,pandas,/pl/job/data-science-analyst-margo-warszawa,19320.0,20160.0,19740.0,False,False
Data Science Analyst,Margo,Warszawa,19320  – 20160  PLN,Matplotlib,/pl/job/data-science-analyst-margo-warszawa,19320.0,20160.0,19740.0,False,False
Senior Data Business Analyst,Link Group,Zdalnie,21000  – 25200  PLN,Data,/pl/job/senior-data-business-analyst-link-group-remote,21000.0,25200.0,23100.0,True,False
Senior Data Business Analyst,Link Group,Zdalnie,21000  – 25200  PLN,SQL,/pl/job/senior-data-business-analyst-link-group-remote,21000.0,25200.0,23100.0,True,False
Senior Data Business Analyst,Link Group,Zdalnie,21000  – 25200  PLN,Snowflake,/pl/job/senior-data-business-analyst-link-group-remote,21000.0,25200.0,23100.0,True,False
Senior Data Business Analyst,Link Group,Zdalnie,21000  – 25200  PLN,dbt,/pl/job/senior-data-business-analyst-link-group-remote,21000.0,25200.0,23100.0,True,False
Data Analyst - Afternoon shift,SpotOn,Kraków,12500  – 15700  PLN,Data,/pl/job/data-analyst-afternoon-shift-spoton-cracow,12500.0,15700.0,14100.0,False,True
Data Analyst - Afternoon shift,SpotOn,Kraków,12500  – 15700  PLN,SQL,/pl/job/data-analyst-afternoon-shift-spoton-cracow,12500.0,15700.0,14100.0,False,True
Data Analyst - Afternoon shift,SpotOn,Kraków,12500  – 15700  PLN,Power BI,/pl/job/data-analyst-afternoon-shift-spoton-cracow,12500.0,15700.0,14100.0,False,True
Data Analyst - Afternoon shift,SpotOn,Kraków,12500  – 15700  PLN,angielski,/pl/job/data-analyst-afternoon-shift-spoton-cracow,12500.0,15700.0,14100.0,False,True
Data Analyst (Mid),Alterdata.io sp. z o.o.,Zdalnie,12600  – 18480  PLN,Data,/pl/job/data-analyst-mid-alterdata-io-remote,12600.0,18480.0,15540.0,True,True
Data Analyst (Mid),Alterdata.io sp. z o.o.,Zdalnie,12600  – 18480  PLN,SQL,/pl/job/data-analyst-mid-alterdata-io-remote,12600.0,18480.0,15540.0,True,True
Data Analyst (Mid),Alterdata.io sp. z o.o.,Zdalnie,12600  – 18480  PLN,Język angielski,/pl/job/data-analyst-mid-alterdata-io-remote,12600.0,18480.0,15540.0,True,True
Data Analyst (Mid),Alterdata.io sp. z o.o.,Zdalnie,12600  – 18480  PLN,Data modelling,/pl/job/data-analyst-mid-alterdata-io-remote,12600.0,18480.0,15540.0,True,True
Aladdin Data Analyst,ITFS Sp. z o.o.,Zdalnie,21840  – 25200  PLN,Inne IT,/pl/job/aladdin-data-analyst-itfs-remote,21840.0,25200.0,23520.0,True,True
Aladdin Data Analyst,ITFS Sp. z o.o.,Zdalnie,21840  – 25200  PLN,Alladin,/pl/job/aladdin-data-analyst-itfs-remote,21840.0,25200.0,23520.0,True,True
Aladdin Data Analyst,ITFS Sp. z o.o.,Zdalnie,21840  – 25200  PLN,Alladin data cloud,/pl/job/aladdin-data-analyst-itfs-remote,21840.0,25200.0,23520.0,True,True
Aladdin Data Analyst,ITFS Sp. z o.o.,Zdalnie,21840  – 25200  PLN,angielski,/pl/job/aladdin-data-analyst-itfs-remote,21840.0,25200.0,23520.0,True,True
Data Analyst - Data Excellence,Ledgebrook,Zdalnie,12500  – 15850  PLN,Data,/pl/job/data-analyst-data-excellence-ledgebrook-remote,12500.0,15850.0,14175.0,True,False
Data Analyst - Data Excellence,Ledgebrook,Zdalnie,12500  – 15850  PLN,SQL,/pl/job/data-analyst-data-excellence-ledgebrook-remote,12500.0,15850.0,14175.0,True,False
Data Analyst - Data Excellence,Ledgebrook,Zdalnie,12500  – 15850  PLN,Power BI,/pl/job/data-analyst-data-excellence-ledgebrook-remote,12500.0,15850.0,14175.0,True,False
Data Analyst - Data Excellence,Ledgebrook,Zdalnie,12500  – 15850  PLN,Power Query,/pl/job/data-analyst-data-excellence-ledgebrook-remote,12500.0,15850.0,14175.0,True,False
Clinical Data Analyst,Ework Group,Zdalnie,28896  – 31080  PLN,Data,/pl/job/clinical-data-analyst-ework-group-remote,28896.0,31080.0,29988.0,True,False
Clinical Data Analyst,Ework Group,Zdalnie,28896  – 31080  PLN,SQL,/pl/job/clinical-data-analyst-ework-group-remote,28896.0,31080.0,29988.0,True,False
Clinical Data Analyst,Ework Group,Zdalnie,28896  – 31080  PLN,Databricks,/pl/job/clinical-data-analyst-ework-group-remote,28896.0,31080.0,29988.0,True,False
Clinical Data Analyst,Ework Group,Zdalnie,28896  – 31080  PLN,Python,/pl/job/clinical-data-analyst-ework-group-remote,28896.0,31080.0,29988.0,True,False
Data Analyst,Ework Group,Gdańsk,21840  – 25200  PLN,Data,/pl/job/data-analyst-ework-group-gdansk-3,21840.0,25200.0,23520.0,False,False
Data Analyst,Ework Group,Gdańsk,21840  – 25200  PLN,SQL,/pl/job/data-analyst-ework-group-gdansk-3,21840.0,25200.0,23520.0,False,False
Data Analyst,Ework Group,Gdańsk,21840  – 25200  PLN,Hive,/pl/job/data-analyst-ework-group-gdansk-3,21840.0,25200.0,23520.0,False,False
Data Analyst,Ework Group,Gdańsk,21840  – 25200  PLN,Data analysis,/pl/job/data-analyst-ework-group-gdansk-3,21840.0,25200.0,23520.0,False,False
Data Business Analyst,DCG,Gdynia,21840  – 22680  PLN,Data,/pl/job/data-business-analyst-dcg-gdynia,21840.0,22680.0,22260.0,False,False
Data Business Analyst,DCG,Gdynia,21840  – 22680  PLN,SQL,/pl/job/data-business-analyst-dcg-gdynia,21840.0,22680.0,22260.0,False,False
Data Business Analyst,DCG,Gdynia,21840  – 22680  PLN,Hive,/pl/job/data-business-analyst-dcg-gdynia,21840.0,22680.0,22260.0,False,False
Data Business Analyst,DCG,Gdynia,21840  – 22680  PLN,Spark,/pl/job/data-business-analyst-dcg-gdynia,21840.0,22680.0,22260.0,False,False
Senior IT Analyst – Data & ML Solutions,Ework Group,Gdańsk,21000  – 25200  PLN,Data,/pl/job/senior-it-analyst-data-ml-solutions-ework-group-gdansk,21000.0,25200.0,23100.0,False,False
Senior IT Analyst – Data & ML Solutions,Ework Group,Gdańsk,21000  – 25200  PLN,AWS,/pl/job/senior-it-analyst-data-ml-solutions-ework-group-gdansk,21000.0,25200.0,23100.0,False,False
Senior IT Analyst – Data & ML Solutions,Ework Group,Gdańsk,21000  – 25200  PLN,AWS SageMaker,/pl/job/senior-it-analyst-data-ml-solutions-ework-group-gdansk,21000.0,25200.0,23100.0,False,False
Senior IT Analyst – Data & ML Solutions,Ework Group,Gdańsk,21000  – 25200  PLN,Data analysis,/pl/job/senior-it-analyst-data-ml-solutions-ework-group-gdansk,21000.0,25200.0,23100.0,False,False
Data Analyst – Data Quality & Controls,Antal,Kraków,,Data,/pl/job/data-analyst-data-quality-controls-antal-krakow,,,,False,False
Data Analyst – Data Quality & Controls,Antal,Kraków,,SQL,/pl/job/data-analyst-data-quality-controls-antal-krakow,,,,False,False
Data Analyst – Data Quality & Controls,Antal,Kraków,,Excel,/pl/job/data-analyst-data-quality-controls-antal-krakow,,,,False,False
Data Analyst – Data Quality & Controls,Antal,Kraków,,Analytical skills,/pl/job/data-analyst-data-quality-controls-antal-krakow,,,,False,False
Senior Financial Data Analyst,Devire,Poznań,10000  – 15000  PLN,Data,/pl/job/senior-financial-data-analyst-devire-poznan,10000.0,15000.0,12500.0,False,False
Senior Financial Data Analyst,Devire,Poznań,10000  – 15000  PLN,Degree,/pl/job/senior-financial-data-analyst-devire-poznan,10000.0,15000.0,12500.0,False,False
Senior Financial Data Analyst,Devire,Poznań,10000  – 15000  PLN,Accounting,/pl/job/senior-financial-data-analyst-devire-poznan,10000.0,15000.0,12500.0,False,False
Senior Financial Data Analyst,Devire,Poznań,10000  – 15000  PLN,Data analysis,/pl/job/senior-financial-data-analyst-devire-poznan,10000.0,15000.0,12500.0,False,False
Data Analyst with German,Harvey Nash Technology,Zdalnie,25200  – 31920  PLN,Data,/pl/job/data-analyst-with-german-harvey-nash-technology-remote,25200.0,31920.0,28560.0,True,False
Data Analyst with German,Harvey Nash Technology,Zdalnie,25200  – 31920  PLN,Tableau,/pl/job/data-analyst-with-german-harvey-nash-technology-remote,25200.0,31920.0,28560.0,True,False
Data Analyst with German,Harvey Nash Technology,Zdalnie,25200  – 31920  PLN,Power BI,/pl/job/data-analyst-with-german-harvey-nash-technology-remote,25200.0,31920.0,28560.0,True,False
Data Analyst with German,Harvey Nash Technology,Zdalnie,25200  – 31920  PLN,BI,/pl/job/data-analyst-with-german-harvey-nash-technology-remote,25200.0,31920.0,28560.0,True,False
HR Data & Reporting Analyst,Capgemini Polska Sp. z o.o.,Kraków,,Business Intelligence,/pl/job/hr-data-reporting-analyst-capgemini-polska-krakow,,,,False,False
HR Data & Reporting Analyst,Capgemini Polska Sp. z o.o.,Kraków,,Reporting,/pl/job/hr-data-reporting-analyst-capgemini-polska-krakow,,,,False,False
HR Data & Reporting Analyst,Capgemini Polska Sp. z o.o.,Kraków,,Analytics,/pl/job/hr-data-reporting-analyst-capgemini-polska-krakow,,,,False,False
HR Data & Reporting Analyst,Capgemini Polska Sp. z o.o.,Kraków,,Workday,/pl/job/hr-data-reporting-analyst-capgemini-polska-krakow,,,,False,False
Data Analyst,Ework Group,Warszawa,21840  – 25200  PLN,Data,/pl/job/data-analyst-ework-group-warszawa-5,21840.0,25200.0,23520.0,False,False
Data Analyst,Ework Group,Warszawa,21840  – 25200  PLN,SQL,/pl/job/data-analyst-ework-group-warszawa-5,21840.0,25200.0,23520.0,False,False
Data Analyst,Ework Group,Warszawa,21840  – 25200  PLN,DB,/pl/job/data-analyst-ework-group-warszawa-5,21840.0,25200.0,23520.0,False,False
Data Analyst,Ework Group,Warszawa,21840  – 25200  PLN,ETL,/pl/job/data-analyst-ework-group-warszawa-5,21840.0,25200.0,23520.0,False,False
Manufacturing Data & Systems Analyst,Link Group,Zdalnie,21840  – 26880  PLN,Data,/pl/job/manufacturing-data-systems-analyst-link-group-remote,21840.0,26880.0,24360.0,True,False
Manufacturing Data & Systems Analyst,Link Group,Zdalnie,21840  – 26880  PLN,SQL,/pl/job/manufacturing-data-systems-analyst-link-group-remote,21840.0,26880.0,24360.0,True,False
Manufacturing Data & Systems Analyst,Link Group,Zdalnie,21840  – 26880  PLN,Python,/pl/job/manufacturing-data-systems-analyst-link-group-remote,21840.0,26880.0,24360.0,True,False
Manufacturing Data & Systems Analyst,Link Group,Zdalnie,21840  – 26880  PLN,Data modeling,/pl/job/manufacturing-data-systems-analyst-link-group-remote,21840.0,26880.0,24360.0,True,False
